task_0_flops,task_0_accuracy
7090132992,1.0
7102109568,1.0
7114086144,1.0
7126062720,1.0
7138039296,1.0
7150015872,1.0
7161992448,1.0
7173969024,1.0
7185945600,0.95
7197922176,1.0
7209898752,1.0
7221875328,1.0
7233851904,1.0
7245828480,1.0
7257805056,1.0
7269781632,1.0
7281758208,1.0
7293734784,1.0
7305711360,1.0
7317687936,1.0
7329664512,1.0
7341641088,1.0
7353617664,1.0
7365594240,1.0
7377570816,1.0
7389547392,0.99
7401523968,1.0
7413500544,0.96
7425477120,1.0
7437453696,1.0
7449430272,1.0
7461406848,1.0
7473383424,1.0
7485360000,1.0
7497336576,0.75
7509313152,0.86
7521289728,1.0
7533266304,0.99
7545242880,1.0
7557219456,1.0
7569196032,1.0
7581172608,0.82
7593149184,1.0
7605125760,1.0
7617102336,1.0
7629078912,1.0
7641055488,1.0
7653032064,1.0
7665008640,1.0
7676985216,0.95
7688961792,1.0
7700938368,1.0
7712914944,1.0
7724891520,1.0
7736868096,1.0
7748844672,1.0
7760821248,1.0
7772797824,1.0
7784774400,1.0
7796750976,1.0
7808727552,1.0
7820704128,1.0
7832680704,1.0
7844657280,1.0
7856633856,1.0
7868610432,1.0
7880587008,1.0
7892563584,1.0
7904540160,1.0
7916516736,1.0
7928493312,1.0
7940469888,1.0
7952446464,0.97
7964423040,1.0
7976399616,1.0
7988376192,1.0
8000352768,1.0
8012329344,1.0
8024305920,1.0
8036282496,1.0
8048259072,1.0
8060235648,1.0
8072212224,1.0
8084188800,1.0
8096165376,1.0
8108141952,0.91
8120118528,1.0
8132095104,1.0
8144071680,1.0
8156048256,1.0
8168024832,1.0
8180001408,1.0
8191977984,1.0
8203954560,1.0
8215931136,1.0
8227907712,1.0
8239884288,1.0
8251860864,1.0
8263837440,1.0
8275814016,1.0
8287790592,1.0
8299767168,1.0
8311743744,1.0
8323720320,1.0
8335696896,1.0
8347673472,1.0
8359650048,1.0
8371626624,1.0
8383603200,1.0
8395579776,1.0
8407556352,1.0
8419532928,1.0
8431509504,1.0
8443486080,1.0
8455462656,0.99
8467439232,1.0
8479415808,1.0
8491392384,1.0
8503368960,1.0
8515345536,1.0
8527322112,1.0
8539298688,1.0
8551275264,1.0
8563251840,1.0
8575228416,1.0
8587204992,1.0
8599181568,1.0
8611158144,1.0
8623134720,1.0
8635111296,1.0
8647087872,1.0
8659064448,1.0
8671041024,1.0
8683017600,1.0
8694994176,1.0
8706970752,1.0
8718947328,1.0
8730923904,1.0
8742900480,1.0
8754877056,1.0
8766853632,1.0
8778830208,1.0
8790806784,0.92
8802783360,1.0
8814759936,1.0
8826736512,1.0
8838713088,1.0
8850689664,1.0
